frame,image_name,label,label_id,xtl,ytl,xbr,ybr,track_id
230,frame_00230.jpg,Standing,1,566,553,602,632,0
231,frame_00231.jpg,Standing,1,564,553,600,632,0
232,frame_00232.jpg,Standing,1,562,553,598,632,0
233,frame_00233.jpg,Standing,1,560,553,596,632,0
234,frame_00234.jpg,Standing,1,558,553,594,632,0
235,frame_00235.jpg,Standing,1,555,553,591,632,0
236,frame_00236.jpg,Standing,1,553,553,589,632,0
237,frame_00237.jpg,Standing,1,551,553,587,632,0
238,frame_00238.jpg,Standing,1,549,553,585,632,0
239,frame_00239.jpg,Standing,1,547,553,583,632,0
240,frame_00240.jpg,Standing,1,546,553,582,632,0
241,frame_00241.jpg,Standing,1,545,553,581,632,0
242,frame_00242.jpg,Standing,1,544,554,580,633,0
243,frame_00243.jpg,Standing,1,543,554,579,633,0
244,frame_00244.jpg,Standing,1,542,555,578,634,0
245,frame_00245.jpg,Standing,1,535,555,571,634,0
246,frame_00246.jpg,Standing,1,533,556,569,635,0
247,frame_00247.jpg,Standing,1,531,556,567,635,0
248,frame_00248.jpg,Standing,1,529,556,565,635,0
249,frame_00249.jpg,Standing,1,528,557,564,636,0
250,frame_00250.jpg,Standing,1,526,559,562,637,0
251,frame_00251.jpg,Standing,1,525,560,561,639,0
252,frame_00252.jpg,Standing,1,523,561,559,640,0
253,frame_00253.jpg,Standing,1,521,562,557,641,0
254,frame_00254.jpg,Standing,1,519,562,555,640,0
255,frame_00255.jpg,Standing,1,516,561,552,640,0
256,frame_00256.jpg,Standing,1,514,561,550,640,0
257,frame_00257.jpg,Standing,1,511,560,547,639,0
258,frame_00258.jpg,Standing,1,508,560,544,639,0
259,frame_00259.jpg,Standing,1,507,560,543,639,0
260,frame_00260.jpg,Standing,1,506,560,542,639,0
261,frame_00261.jpg,Standing,1,505,560,541,639,0
262,frame_00262.jpg,Standing,1,503,558,539,643,0
263,frame_00263.jpg,Standing,1,500,556,536,647,0
264,frame_00264.jpg,Standing,1,499,556,536,647,0
265,frame_00265.jpg,Standing,1,497,556,536,647,0
266,frame_00266.jpg,Standing,1,496,556,536,647,0
267,frame_00267.jpg,Standing,1,494,556,536,647,0
268,frame_00268.jpg,Standing,1,492,555,536,647,0
269,frame_00269.jpg,Standing,1,490,555,534,646,0
270,frame_00270.jpg,Standing,1,488,554,532,646,0
271,frame_00271.jpg,Standing,1,485,554,529,645,0
272,frame_00272.jpg,Standing,1,483,554,527,645,0
273,frame_00273.jpg,Standing,1,480,554,524,646,0
274,frame_00274.jpg,Standing,1,477,555,521,646,0
275,frame_00275.jpg,Standing,1,473,553,520,647,0
276,frame_00276.jpg,Standing,1,469,551,518,648,0
277,frame_00277.jpg,Standing,1,465,550,517,650,0
278,frame_00278.jpg,Standing,1,461,548,515,651,0
279,frame_00279.jpg,Standing,1,459,548,513,650,0
280,frame_00280.jpg,Standing,1,456,547,511,650,0
281,frame_00281.jpg,Standing,1,454,547,509,649,0
282,frame_00282.jpg,Standing,1,451,546,507,649,0
283,frame_00283.jpg,Standing,1,449,545,505,648,0
284,frame_00284.jpg,Standing,1,447,545,503,647,0
285,frame_00285.jpg,Standing,1,445,544,501,647,0
286,frame_00286.jpg,Standing,1,444,543,499,646,0
287,frame_00287.jpg,Standing,1,442,542,497,645,0
288,frame_00288.jpg,Standing,1,439,542,495,645,0
289,frame_00289.jpg,Standing,1,437,542,493,645,0
290,frame_00290.jpg,Standing,1,434,542,490,645,0
291,frame_00291.jpg,Standing,1,432,542,488,645,0
292,frame_00292.jpg,Standing,1,430,542,485,645,0
293,frame_00293.jpg,Standing,1,427,542,483,644,0
294,frame_00294.jpg,Standing,1,426,542,481,644,0
295,frame_00295.jpg,Standing,1,424,542,480,644,0
296,frame_00296.jpg,Standing,1,423,542,478,644,0
297,frame_00297.jpg,Standing,1,421,542,477,644,0
298,frame_00298.jpg,Standing,1,420,542,475,644,0
299,frame_00299.jpg,Standing,1,418,542,474,644,0
300,frame_00300.jpg,Standing,1,417,542,472,644,0
301,frame_00301.jpg,Standing,1,413,543,469,646,0
302,frame_00302.jpg,Standing,1,410,545,465,647,0
303,frame_00303.jpg,Standing,1,406,546,462,649,0
304,frame_00304.jpg,Standing,1,404,544,459,647,0
305,frame_00305.jpg,Standing,1,401,542,457,645,0
306,frame_00306.jpg,Standing,1,399,540,454,643,0
307,frame_00307.jpg,Standing,1,397,540,453,643,0
308,frame_00308.jpg,Standing,1,395,540,451,643,0
309,frame_00309.jpg,Standing,1,393,540,449,643,0
310,frame_00310.jpg,Standing,1,392,540,447,643,0
311,frame_00311.jpg,Standing,1,390,540,445,643,0
312,frame_00312.jpg,Standing,1,388,540,444,642,0
313,frame_00313.jpg,Standing,1,387,539,443,642,0
314,frame_00314.jpg,Standing,1,386,538,441,641,0
315,frame_00315.jpg,Standing,1,384,538,440,641,0
316,frame_00316.jpg,Standing,1,383,537,438,640,0
317,frame_00317.jpg,Standing,1,381,537,437,639,0
318,frame_00318.jpg,Standing,1,380,536,436,639,0
319,frame_00319.jpg,Standing,1,379,535,434,638,0
320,frame_00320.jpg,Standing,1,377,535,433,638,0
321,frame_00321.jpg,Standing,1,374,533,431,640,0
322,frame_00322.jpg,Standing,1,370,532,429,643,0
323,frame_00323.jpg,Standing,1,366,530,427,645,0
324,frame_00324.jpg,Standing,1,363,529,426,648,0
325,frame_00325.jpg,Standing,1,359,528,424,650,0
326,frame_00326.jpg,Standing,1,357,527,422,650,0
327,frame_00327.jpg,Standing,1,355,527,420,650,0
328,frame_00328.jpg,Standing,1,353,527,417,649,0
329,frame_00329.jpg,Standing,1,351,526,415,649,0
330,frame_00330.jpg,Standing,1,349,526,413,649,0
331,frame_00331.jpg,Standing,1,346,526,411,648,0
332,frame_00332.jpg,Standing,1,345,525,409,648,0
333,frame_00333.jpg,Standing,1,343,525,408,648,0
334,frame_00334.jpg,Standing,1,341,524,406,647,0
335,frame_00335.jpg,Standing,1,339,524,404,647,0
336,frame_00336.jpg,Standing,1,337,523,402,646,0
337,frame_00337.jpg,Standing,1,335,523,400,645,0
338,frame_00338.jpg,Standing,1,333,522,397,644,0
339,frame_00339.jpg,Standing,1,331,521,395,644,0
340,frame_00340.jpg,Standing,1,328,520,393,643,0
341,frame_00341.jpg,Standing,1,328,520,393,643,0
342,frame_00342.jpg,Standing,1,328,520,393,643,0
343,frame_00343.jpg,Standing,1,328,520,393,643,0
344,frame_00344.jpg,Standing,1,328,520,393,643,0
345,frame_00345.jpg,Standing,1,328,520,393,643,0
346,frame_00346.jpg,Standing,1,328,520,393,643,0
347,frame_00347.jpg,Standing,1,328,520,393,643,0
114,frame_00114.jpg,Standing,1,716,572,745,628,1
115,frame_00115.jpg,Standing,1,715,572,744,628,1
116,frame_00116.jpg,Standing,1,715,572,743,628,1
117,frame_00117.jpg,Standing,1,714,571,743,627,1
118,frame_00118.jpg,Standing,1,713,571,742,627,1
119,frame_00119.jpg,Standing,1,713,571,741,626,1
120,frame_00120.jpg,Standing,1,712,570,741,626,1
121,frame_00121.jpg,Standing,1,711,570,740,626,1
122,frame_00122.jpg,Standing,1,710,570,739,625,1
123,frame_00123.jpg,Standing,1,709,569,738,625,1
124,frame_00124.jpg,Standing,1,708,569,737,625,1
125,frame_00125.jpg,Standing,1,708,569,736,624,1
126,frame_00126.jpg,Standing,1,707,568,735,624,1
127,frame_00127.jpg,Standing,1,706,568,735,624,1
128,frame_00128.jpg,Standing,1,705,568,734,623,1
129,frame_00129.jpg,Standing,1,704,567,733,623,1
130,frame_00130.jpg,Standing,1,703,567,732,623,1
131,frame_00131.jpg,Standing,1,702,567,731,622,1
132,frame_00132.jpg,Standing,1,702,567,730,622,1
133,frame_00133.jpg,Standing,1,701,567,730,622,1
134,frame_00134.jpg,Standing,1,700,567,729,622,1
135,frame_00135.jpg,Standing,1,699,567,728,622,1
136,frame_00136.jpg,Standing,1,697,567,726,622,1
137,frame_00137.jpg,Standing,1,695,567,724,622,1
138,frame_00138.jpg,Standing,1,692,567,721,622,1
139,frame_00139.jpg,Standing,1,690,567,719,622,1
140,frame_00140.jpg,Standing,1,689,567,718,622,1
141,frame_00141.jpg,Standing,1,688,567,717,622,1
142,frame_00142.jpg,Standing,1,688,567,716,622,1
143,frame_00143.jpg,Standing,1,687,567,716,622,1
144,frame_00144.jpg,Standing,1,686,567,715,622,1
145,frame_00145.jpg,Standing,1,685,567,714,622,1
146,frame_00146.jpg,Standing,1,684,567,713,622,1
147,frame_00147.jpg,Standing,1,683,567,712,623,1
148,frame_00148.jpg,Standing,1,681,567,710,623,1
149,frame_00149.jpg,Standing,1,680,567,708,623,1
150,frame_00150.jpg,Standing,1,678,567,707,623,1
151,frame_00151.jpg,Standing,1,676,567,705,623,1
152,frame_00152.jpg,Standing,1,675,567,704,623,1
153,frame_00153.jpg,Standing,1,673,568,702,623,1
154,frame_00154.jpg,Standing,1,672,568,700,624,1
155,frame_00155.jpg,Standing,1,670,568,699,624,1
156,frame_00156.jpg,Standing,1,668,568,697,624,1
157,frame_00157.jpg,Standing,1,667,568,695,624,1
158,frame_00158.jpg,Standing,1,665,569,694,624,1
159,frame_00159.jpg,Standing,1,663,569,692,625,1
160,frame_00160.jpg,Standing,1,662,569,691,625,1
161,frame_00161.jpg,Standing,1,662,569,690,625,1
162,frame_00162.jpg,Standing,1,661,569,690,625,1
163,frame_00163.jpg,Standing,1,660,569,689,625,1
164,frame_00164.jpg,Standing,1,659,569,688,625,1
165,frame_00165.jpg,Standing,1,658,569,687,625,1
166,frame_00166.jpg,Standing,1,655,570,684,626,1
167,frame_00167.jpg,Standing,1,652,571,681,627,1
168,frame_00168.jpg,Standing,1,651,571,680,627,1
169,frame_00169.jpg,Standing,1,649,571,678,627,1
170,frame_00170.jpg,Standing,1,647,571,676,627,1
171,frame_00171.jpg,Standing,1,646,571,675,627,1
172,frame_00172.jpg,Standing,1,644,571,673,627,1
173,frame_00173.jpg,Standing,1,643,572,671,627,1
174,frame_00174.jpg,Standing,1,641,572,670,628,1
175,frame_00175.jpg,Standing,1,639,571,668,627,1
176,frame_00176.jpg,Standing,1,637,571,665,627,1
177,frame_00177.jpg,Standing,1,634,571,663,627,1
178,frame_00178.jpg,Standing,1,632,571,661,627,1
179,frame_00179.jpg,Standing,1,630,570,659,626,1
180,frame_00180.jpg,Standing,1,628,570,657,626,1
181,frame_00181.jpg,Standing,1,627,571,656,627,1
182,frame_00182.jpg,Standing,1,626,572,655,628,1
183,frame_00183.jpg,Standing,1,625,574,654,629,1
184,frame_00184.jpg,Standing,1,624,575,653,630,1
185,frame_00185.jpg,Standing,1,623,576,652,632,1
186,frame_00186.jpg,Standing,1,622,577,651,633,1
187,frame_00187.jpg,Standing,1,619,576,648,632,1
188,frame_00188.jpg,Standing,1,617,575,646,631,1
189,frame_00189.jpg,Standing,1,614,574,643,630,1
190,frame_00190.jpg,Standing,1,611,573,640,629,1
191,frame_00191.jpg,Standing,1,609,573,638,628,1
192,frame_00192.jpg,Standing,1,606,572,635,628,1
193,frame_00193.jpg,Standing,1,605,572,634,627,1
194,frame_00194.jpg,Standing,1,603,571,632,627,1
195,frame_00195.jpg,Standing,1,602,571,631,627,1
196,frame_00196.jpg,Standing,1,601,571,629,627,1
197,frame_00197.jpg,Standing,1,599,571,628,627,1
198,frame_00198.jpg,Standing,1,598,571,627,627,1
199,frame_00199.jpg,Standing,1,597,571,625,626,1
200,frame_00200.jpg,Standing,1,595,570,624,626,1
201,frame_00201.jpg,Standing,1,594,570,623,626,1
202,frame_00202.jpg,Standing,1,592,570,621,626,1
203,frame_00203.jpg,Standing,1,590,570,619,626,1
204,frame_00204.jpg,Standing,1,588,570,617,626,1
205,frame_00205.jpg,Standing,1,586,570,615,625,1
206,frame_00206.jpg,Standing,1,584,570,613,625,1
207,frame_00207.jpg,Standing,1,581,569,610,624,1
208,frame_00208.jpg,Standing,1,578,568,607,624,1
209,frame_00209.jpg,Standing,1,575,567,604,623,1
210,frame_00210.jpg,Standing,1,572,566,601,622,1
211,frame_00211.jpg,Standing,1,571,566,600,622,1
212,frame_00212.jpg,Standing,1,570,566,599,622,1
213,frame_00213.jpg,Standing,1,568,566,597,622,1
214,frame_00214.jpg,Standing,1,567,566,596,622,1
215,frame_00215.jpg,Standing,1,566,566,595,622,1
216,frame_00216.jpg,Standing,1,565,566,594,622,1
217,frame_00217.jpg,Standing,1,562,566,591,622,1
218,frame_00218.jpg,Standing,1,560,566,589,621,1
219,frame_00219.jpg,Standing,1,558,566,586,621,1
220,frame_00220.jpg,Standing,1,555,565,584,621,1
221,frame_00221.jpg,Standing,1,553,565,582,621,1
222,frame_00222.jpg,Standing,1,550,565,579,621,1
223,frame_00223.jpg,Standing,1,548,565,577,621,1
224,frame_00224.jpg,Standing,1,546,565,575,621,1
225,frame_00225.jpg,Standing,1,544,565,573,621,1
226,frame_00226.jpg,Standing,1,542,565,571,621,1
227,frame_00227.jpg,Standing,1,540,565,569,621,1
228,frame_00228.jpg,Standing,1,538,565,567,621,1
229,frame_00229.jpg,Standing,1,536,565,565,625,1
230,frame_00230.jpg,Standing,1,535,565,564,628,1
231,frame_00231.jpg,Standing,1,533,565,562,632,1
232,frame_00232.jpg,Standing,1,532,565,560,636,1
233,frame_00233.jpg,Standing,1,529,565,558,635,1
234,frame_00234.jpg,Standing,1,526,565,555,635,1
235,frame_00235.jpg,Standing,1,523,564,552,635,1
236,frame_00236.jpg,Standing,1,520,564,549,634,1
237,frame_00237.jpg,Standing,1,517,564,546,634,1
238,frame_00238.jpg,Standing,1,514,563,543,634,1
239,frame_00239.jpg,Standing,1,511,563,540,633,1
240,frame_00240.jpg,Standing,1,510,563,539,633,1
241,frame_00241.jpg,Standing,1,509,563,538,633,1
242,frame_00242.jpg,Standing,1,507,563,536,633,1
243,frame_00243.jpg,Standing,1,506,563,535,633,1
244,frame_00244.jpg,Standing,1,505,563,534,633,1
245,frame_00245.jpg,Standing,1,501,562,530,633,1
246,frame_00246.jpg,Standing,1,499,562,528,632,1
247,frame_00247.jpg,Standing,1,496,562,525,632,1
248,frame_00248.jpg,Standing,1,494,562,523,632,1
249,frame_00249.jpg,Standing,1,492,562,521,632,1
250,frame_00250.jpg,Standing,1,491,562,520,633,1
251,frame_00251.jpg,Standing,1,489,563,518,633,1
252,frame_00252.jpg,Standing,1,488,563,516,634,1
253,frame_00253.jpg,Standing,1,486,564,515,634,1
254,frame_00254.jpg,Standing,1,484,563,512,634,1
255,frame_00255.jpg,Standing,1,481,563,510,633,1
256,frame_00256.jpg,Standing,1,479,563,507,633,1
257,frame_00257.jpg,Standing,1,476,563,505,633,1
258,frame_00258.jpg,Standing,1,474,562,503,633,1
259,frame_00259.jpg,Standing,1,472,563,500,633,1
260,frame_00260.jpg,Standing,1,469,563,498,633,1
261,frame_00261.jpg,Standing,1,467,563,496,633,1
262,frame_00262.jpg,Standing,1,465,562,496,645,1
263,frame_00263.jpg,Standing,1,462,560,496,657,1
264,frame_00264.jpg,Standing,1,460,560,494,657,1
265,frame_00265.jpg,Standing,1,458,559,492,656,1
266,frame_00266.jpg,Standing,1,456,559,489,656,1
267,frame_00267.jpg,Standing,1,453,558,487,655,1
268,frame_00268.jpg,Standing,1,451,558,485,655,1
269,frame_00269.jpg,Standing,1,448,558,484,655,1
270,frame_00270.jpg,Standing,1,444,558,483,655,1
271,frame_00271.jpg,Standing,1,441,558,482,655,1
272,frame_00272.jpg,Standing,1,437,557,481,654,1
273,frame_00273.jpg,Standing,1,434,557,479,654,1
274,frame_00274.jpg,Standing,1,430,557,478,654,1
275,frame_00275.jpg,Standing,1,427,557,477,654,1
276,frame_00276.jpg,Standing,1,426,554,471,651,1
277,frame_00277.jpg,Standing,1,425,552,465,649,1
278,frame_00278.jpg,Standing,1,425,549,459,646,1
279,frame_00279.jpg,Standing,1,423,549,459,646,1
280,frame_00280.jpg,Standing,1,421,549,459,646,1
281,frame_00281.jpg,Standing,1,419,549,459,646,1
282,frame_00282.jpg,Standing,1,417,549,459,646,1
283,frame_00283.jpg,Standing,1,414,549,459,646,1
284,frame_00284.jpg,Standing,1,411,549,459,646,1
285,frame_00285.jpg,Standing,1,407,549,459,646,1
286,frame_00286.jpg,Standing,1,404,549,459,646,1
287,frame_00287.jpg,Standing,1,401,549,459,646,1
288,frame_00288.jpg,Standing,1,399,549,457,646,1
289,frame_00289.jpg,Standing,1,397,548,455,645,1
290,frame_00290.jpg,Standing,1,395,548,453,645,1
291,frame_00291.jpg,Standing,1,393,548,451,645,1
292,frame_00292.jpg,Standing,1,390,547,448,644,1
293,frame_00293.jpg,Standing,1,387,547,445,644,1
294,frame_00294.jpg,Standing,1,384,547,442,644,1
295,frame_00295.jpg,Standing,1,381,546,439,643,1
296,frame_00296.jpg,Standing,1,378,546,436,643,1
297,frame_00297.jpg,Standing,1,375,546,433,643,1
298,frame_00298.jpg,Standing,1,371,547,429,644,1
299,frame_00299.jpg,Standing,1,368,547,426,644,1
300,frame_00300.jpg,Standing,1,365,548,423,645,1
301,frame_00301.jpg,Standing,1,362,548,420,645,1
302,frame_00302.jpg,Standing,1,360,548,418,645,1
303,frame_00303.jpg,Standing,1,358,548,416,645,1
304,frame_00304.jpg,Standing,1,356,548,414,645,1
305,frame_00305.jpg,Standing,1,353,548,411,645,1
306,frame_00306.jpg,Standing,1,351,548,409,645,1
307,frame_00307.jpg,Standing,1,348,548,406,645,1
308,frame_00308.jpg,Standing,1,345,549,402,646,1
309,frame_00309.jpg,Standing,1,341,549,399,646,1
310,frame_00310.jpg,Standing,1,338,550,396,647,1
311,frame_00311.jpg,Standing,1,335,551,393,648,1
312,frame_00312.jpg,Standing,1,332,550,390,647,1
313,frame_00313.jpg,Standing,1,330,550,388,647,1
314,frame_00314.jpg,Standing,1,328,550,386,647,1
315,frame_00315.jpg,Standing,1,326,550,384,647,1
316,frame_00316.jpg,Standing,1,324,550,382,647,1
317,frame_00317.jpg,Standing,1,321,549,379,646,1
318,frame_00318.jpg,Standing,1,319,549,377,646,1
319,frame_00319.jpg,Standing,1,317,549,375,646,1
320,frame_00320.jpg,Standing,1,315,549,373,646,1
321,frame_00321.jpg,Standing,1,313,546,372,647,1
322,frame_00322.jpg,Standing,1,311,543,372,648,1
323,frame_00323.jpg,Standing,1,308,540,372,649,1
324,frame_00324.jpg,Standing,1,306,537,371,650,1
325,frame_00325.jpg,Standing,1,304,534,371,651,1
326,frame_00326.jpg,Standing,1,303,535,369,652,1
327,frame_00327.jpg,Standing,1,301,535,368,652,1
328,frame_00328.jpg,Standing,1,300,535,366,652,1
329,frame_00329.jpg,Standing,1,298,535,365,652,1
330,frame_00330.jpg,Standing,1,297,536,363,653,1
331,frame_00331.jpg,Standing,1,295,536,362,653,1
332,frame_00332.jpg,Standing,1,290,535,357,652,1
333,frame_00333.jpg,Standing,1,285,534,352,651,1
334,frame_00334.jpg,Standing,1,280,533,347,650,1
335,frame_00335.jpg,Standing,1,275,532,342,649,1
336,frame_00336.jpg,Standing,1,272,532,339,649,1
337,frame_00337.jpg,Standing,1,268,531,335,648,1
338,frame_00338.jpg,Standing,1,264,530,331,647,1
339,frame_00339.jpg,Standing,1,261,530,328,647,1
340,frame_00340.jpg,Standing,1,257,529,324,646,1
341,frame_00341.jpg,Standing,1,257,529,324,646,1
342,frame_00342.jpg,Standing,1,257,529,324,646,1
343,frame_00343.jpg,Standing,1,257,529,324,646,1
344,frame_00344.jpg,Standing,1,257,529,324,646,1
345,frame_00345.jpg,Standing,1,257,529,324,646,1
346,frame_00346.jpg,Standing,1,257,529,324,646,1
347,frame_00347.jpg,Standing,1,257,529,324,646,1
348,frame_00348.jpg,Standing,1,257,529,324,646,1
349,frame_00349.jpg,Standing,1,253,528,319,645,1
350,frame_00350.jpg,Standing,1,248,527,315,644,1
351,frame_00351.jpg,Standing,1,243,526,310,643,1
352,frame_00352.jpg,Standing,1,239,525,305,641,1
353,frame_00353.jpg,Standing,1,234,523,301,640,1
354,frame_00354.jpg,Standing,1,234,523,301,640,1
355,frame_00355.jpg,Standing,1,234,523,301,640,1
135,frame_00135.jpg,Standing,1,1141,540,1189,639,2
136,frame_00136.jpg,Standing,1,1141,540,1189,639,2
137,frame_00137.jpg,Standing,1,1141,540,1189,639,2
138,frame_00138.jpg,Standing,1,1142,540,1189,639,2
139,frame_00139.jpg,Standing,1,1142,540,1190,639,2
140,frame_00140.jpg,Standing,1,1142,540,1190,639,2
141,frame_00141.jpg,Standing,1,1143,540,1190,639,2
142,frame_00142.jpg,Standing,1,1143,540,1191,639,2
143,frame_00143.jpg,Standing,1,1143,540,1191,639,2
144,frame_00144.jpg,Standing,1,1144,540,1191,639,2
145,frame_00145.jpg,Standing,1,1144,540,1192,639,2
146,frame_00146.jpg,Standing,1,1144,540,1192,639,2
147,frame_00147.jpg,Standing,1,1144,540,1192,639,2
148,frame_00148.jpg,Standing,1,1145,540,1192,639,2
149,frame_00149.jpg,Standing,1,1145,540,1193,639,2
150,frame_00150.jpg,Standing,1,1145,540,1193,639,2
151,frame_00151.jpg,Standing,1,1146,540,1193,639,2
152,frame_00152.jpg,Standing,1,1146,540,1194,639,2
153,frame_00153.jpg,Standing,1,1146,540,1194,639,2
154,frame_00154.jpg,Standing,1,1147,540,1194,639,2
