frame,image_path,track_id,xtl,ytl,xbr,ybr,label,dressCodeStyle,location,fashionPersonality,judgmentCalls,age,weight,gender,disability,Distracted,Crossed,relativePosition
332,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00332.jpg,5,1148.68,555.8,1201.12,647.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
333,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00333.jpg,5,1149.79,555.8,1202.23,647.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
334,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00334.jpg,5,1150.9,555.8,1203.34,647.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
335,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00335.jpg,5,1152.01,555.8,1204.45,647.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
336,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00336.jpg,5,1153.81,556.06,1206.25,647.91,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
337,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00337.jpg,5,1155.61,556.31,1208.05,648.17,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
338,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00338.jpg,5,1157.41,556.57,1209.85,648.42,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
339,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00339.jpg,5,1159.21,556.83,1211.65,648.68,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
340,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00340.jpg,5,1161.01,557.09,1213.45,648.94,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
341,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00341.jpg,5,1162.81,557.34,1215.25,649.2,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
342,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00342.jpg,5,1164.61,557.6,1217.05,649.45,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
343,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00343.jpg,5,1169.11,557.6,1221.55,649.45,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
344,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00344.jpg,5,1173.61,557.6,1226.05,649.45,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
345,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00345.jpg,5,1176.77,557.15,1229.21,649.0,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
346,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00346.jpg,5,1179.92,556.7,1232.36,648.55,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
347,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00347.jpg,5,1183.07,556.25,1235.51,648.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
348,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00348.jpg,5,1186.22,555.8,1238.66,647.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
349,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00349.jpg,5,1188.38,555.68,1240.82,647.53,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
350,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00350.jpg,5,1190.54,555.56,1242.98,647.41,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
351,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00351.jpg,5,1192.7,555.44,1245.14,647.29,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
352,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00352.jpg,5,1194.86,555.32,1247.3,647.17,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
353,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00353.jpg,5,1197.02,555.2,1249.46,647.05,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
354,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00354.jpg,5,1199.18,555.08,1251.62,646.93,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
355,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00355.jpg,5,1201.35,554.96,1253.79,646.81,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
356,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00356.jpg,5,1203.51,554.84,1255.95,646.69,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
357,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00357.jpg,5,1205.67,554.72,1258.11,646.57,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
358,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00358.jpg,5,1207.83,554.6,1260.27,646.45,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
359,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00359.jpg,5,1209.99,554.48,1262.43,646.33,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
360,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00360.jpg,5,1212.15,554.36,1264.59,646.21,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
361,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00361.jpg,5,1214.31,554.24,1266.75,646.09,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
362,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00362.jpg,5,1216.47,554.12,1268.91,645.97,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
363,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00363.jpg,5,1218.63,554.0,1271.07,645.85,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
364,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00364.jpg,5,1221.23,554.4,1273.67,646.25,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
365,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00365.jpg,5,1223.83,554.8,1276.27,646.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
366,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00366.jpg,5,1226.44,555.2,1278.88,647.05,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
367,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00367.jpg,5,1229.04,555.6,1281.48,647.45,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
368,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00368.jpg,5,1231.64,556.0,1284.08,647.85,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
369,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00369.jpg,5,1234.24,556.4,1286.68,648.25,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
370,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00370.jpg,5,1236.84,556.8,1289.28,648.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
371,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00371.jpg,5,1239.44,557.2,1291.88,649.05,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
372,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00372.jpg,5,1242.04,557.6,1294.48,649.45,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
373,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00373.jpg,5,1244.29,556.7,1296.73,648.55,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
374,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00374.jpg,5,1246.54,555.8,1298.98,647.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
375,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00375.jpg,5,1248.79,554.9,1301.23,646.75,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
376,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00376.jpg,5,1251.05,554.0,1303.49,645.85,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
377,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00377.jpg,5,1252.4,553.55,1304.84,645.4,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
378,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00378.jpg,5,1253.75,553.1,1306.19,644.95,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
379,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00379.jpg,5,1255.1,552.65,1307.54,644.5,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
380,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00380.jpg,5,1256.45,552.2,1308.89,644.05,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
381,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00381.jpg,5,1260.05,552.8,1312.49,644.65,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
382,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00382.jpg,5,1263.65,553.4,1316.09,645.25,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
383,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00383.jpg,5,1267.25,554.0,1319.69,645.85,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
384,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00384.jpg,5,1267.25,554.0,1325.69,648.87,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
385,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00385.jpg,5,1267.25,554.0,1331.7,651.88,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
386,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00386.jpg,5,1267.25,554.0,1337.7,654.9,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
387,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00387.jpg,5,1269.05,553.1,1339.5,654.0,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
388,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00388.jpg,5,1270.85,552.2,1341.3,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
389,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00389.jpg,5,1272.66,551.3,1343.1,652.2,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
390,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00390.jpg,5,1274.46,550.4,1344.9,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
391,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00391.jpg,5,1274.97,550.4,1345.42,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
392,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00392.jpg,5,1275.49,550.4,1345.93,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
393,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00393.jpg,5,1276.0,550.4,1346.45,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
394,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00394.jpg,5,1276.51,550.4,1346.96,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
395,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00395.jpg,5,1277.03,550.4,1347.48,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
397,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00397.jpg,5,1278.06,550.4,1348.5,651.3,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
398,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00398.jpg,5,1281.06,551.0,1351.51,651.9,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
399,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00399.jpg,5,1284.06,551.6,1354.51,652.5,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
400,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00400.jpg,5,1287.06,552.2,1357.51,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
401,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00401.jpg,5,1294.26,552.2,1364.71,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
402,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00402.jpg,5,1301.47,552.2,1371.91,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
403,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00403.jpg,5,1301.47,552.2,1371.91,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
404,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00404.jpg,5,1301.47,552.2,1371.91,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
405,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00405.jpg,5,1301.47,552.2,1371.91,653.1,Crossing,Casual,notOnSidewalk,Minimalist,HandSignal,Senior,NormalWeight,male,false,yes,Waited,near
407,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00407.jpg,6,126.22,526.37,236.06,737.06,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
408,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00408.jpg,6,122.62,525.83,232.46,736.52,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
409,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00409.jpg,6,119.02,525.29,228.86,735.98,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
410,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00410.jpg,6,115.42,524.75,225.26,735.44,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
411,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00411.jpg,6,111.82,524.21,221.65,734.9,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
412,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00412.jpg,6,108.21,523.67,218.05,734.36,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
413,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00413.jpg,6,104.61,523.13,214.45,733.82,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
414,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00414.jpg,6,101.01,522.59,210.85,733.28,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
415,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00415.jpg,6,97.41,522.05,207.25,732.74,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
416,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00416.jpg,6,93.81,521.51,203.65,732.2,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
417,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00417.jpg,6,90.21,520.97,200.05,731.66,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
418,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00418.jpg,6,113.62,523.67,223.45,734.36,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
419,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00419.jpg,6,137.03,526.37,246.86,737.06,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
420,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00420.jpg,6,119.47,522.32,229.31,756.87,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
421,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00421.jpg,6,101.91,518.27,211.75,776.68,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
422,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00422.jpg,6,84.35,514.22,194.19,796.49,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
423,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00423.jpg,6,66.8,510.17,176.63,816.3,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
424,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00424.jpg,6,62.84,510.89,172.67,817.02,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
425,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00425.jpg,6,58.87,511.61,168.71,817.74,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
426,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00426.jpg,6,54.91,512.33,164.75,818.46,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
427,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00427.jpg,6,50.95,513.05,160.79,819.18,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
428,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00428.jpg,6,46.99,513.77,156.83,819.9,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
429,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00429.jpg,6,44.59,512.57,154.43,818.7,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
430,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00430.jpg,6,42.19,511.37,152.02,817.5,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
431,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00431.jpg,6,39.79,510.17,149.62,816.3,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
432,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00432.jpg,6,37.38,508.97,147.22,815.1,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
433,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00433.jpg,6,34.98,507.77,144.82,813.9,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
434,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00434.jpg,6,32.58,506.57,142.42,812.7,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
435,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00435.jpg,6,27.15,505.37,141.22,821.1,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
436,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00436.jpg,6,21.72,504.17,140.01,829.5,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
437,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00437.jpg,6,16.29,502.96,138.81,837.9,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
438,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00438.jpg,6,10.86,501.76,137.61,846.3,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
439,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00439.jpg,6,5.43,500.56,136.4,854.7,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
440,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00440.jpg,6,0.0,499.36,135.2,863.1,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
441,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V2/frame_00441.jpg,6,0.0,499.53,135.2,868.01,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,male,false,no,Crossed,near
