frame,image_path,track_id,xtl,ytl,xbr,ybr,label,Crossing,location,fashionPersonality,judgmentCalls,age,weight,gender,disability,Distracted,Crossed,relativePosition
1139,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01139.jpg,6,1010.36,638.22,1089.09,759.7,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1140,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01140.jpg,6,1008.56,637.82,1088.41,760.42,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1141,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01141.jpg,6,1006.75,637.41,1087.73,761.13,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1142,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01142.jpg,6,1004.94,637.0,1087.04,761.85,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1143,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01143.jpg,6,1003.14,636.59,1086.36,762.57,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1144,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01144.jpg,6,1001.33,636.18,1085.68,763.28,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1145,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01145.jpg,6,999.53,635.77,1085.0,764.0,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1146,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01146.jpg,6,993.77,634.55,1080.54,765.08,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1147,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01147.jpg,6,988.01,633.32,1076.08,766.16,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1148,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01148.jpg,6,982.26,632.1,1071.62,767.23,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1149,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01149.jpg,6,976.5,630.88,1067.16,768.31,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1150,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01150.jpg,6,970.75,629.66,1062.69,769.39,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1151,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01151.jpg,6,964.99,628.43,1058.23,770.47,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1152,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01152.jpg,6,959.24,627.21,1053.77,771.54,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1153,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01153.jpg,6,953.48,625.99,1049.31,772.62,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1154,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01154.jpg,6,947.73,624.76,1044.85,773.7,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1155,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01155.jpg,6,941.97,623.54,1040.39,774.78,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
