frame,image_path,track_id,xtl,ytl,xbr,ybr,label,dresscodestyle,location,fashionpersonality,judgmentcalls,age,weight,gender,disability,distracted,crossed,relativeposition
336,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00336.jpg,V1_5,1153.81,556.06,1206.25,647.91,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
337,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00337.jpg,V1_5,1155.61,556.31,1208.05,648.17,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
338,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00338.jpg,V1_5,1157.41,556.57,1209.85,648.42,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
339,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00339.jpg,V1_5,1159.21,556.83,1211.65,648.68,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
340,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00340.jpg,V1_5,1161.01,557.09,1213.45,648.94,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
341,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00341.jpg,V1_5,1162.81,557.34,1215.25,649.2,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
342,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00342.jpg,V1_5,1164.61,557.6,1217.05,649.45,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
343,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00343.jpg,V1_5,1169.11,557.6,1221.55,649.45,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
344,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00344.jpg,V1_5,1173.61,557.6,1226.05,649.45,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
345,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00345.jpg,V1_5,1176.77,557.15,1229.21,649.0,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
346,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00346.jpg,V1_5,1179.92,556.7,1232.36,648.55,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
347,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00347.jpg,V1_5,1183.07,556.25,1235.51,648.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
348,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00348.jpg,V1_5,1186.22,555.8,1238.66,647.65,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
349,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00349.jpg,V1_5,1188.38,555.68,1240.82,647.53,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
350,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00350.jpg,V1_5,1190.54,555.56,1242.98,647.41,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
351,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00351.jpg,V1_5,1192.7,555.44,1245.14,647.29,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
352,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00352.jpg,V1_5,1194.86,555.32,1247.3,647.17,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
353,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00353.jpg,V1_5,1197.02,555.2,1249.46,647.05,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
354,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00354.jpg,V1_5,1199.18,555.08,1251.62,646.93,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
355,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00355.jpg,V1_5,1201.35,554.96,1253.79,646.81,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
356,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00356.jpg,V1_5,1203.51,554.84,1255.95,646.69,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
357,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00357.jpg,V1_5,1205.67,554.72,1258.11,646.57,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
358,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00358.jpg,V1_5,1207.83,554.6,1260.27,646.45,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
359,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00359.jpg,V1_5,1209.99,554.48,1262.43,646.33,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
360,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00360.jpg,V1_5,1212.15,554.36,1264.59,646.21,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
361,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00361.jpg,V1_5,1214.31,554.24,1266.75,646.09,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
362,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00362.jpg,V1_5,1216.47,554.12,1268.91,645.97,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
363,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00363.jpg,V1_5,1218.63,554.0,1271.07,645.85,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
364,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00364.jpg,V1_5,1221.23,554.4,1273.67,646.25,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
365,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00365.jpg,V1_5,1223.83,554.8,1276.27,646.65,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
366,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00366.jpg,V1_5,1226.44,555.2,1278.88,647.05,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
367,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00367.jpg,V1_5,1229.04,555.6,1281.48,647.45,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
368,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00368.jpg,V1_5,1231.64,556.0,1284.08,647.85,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
369,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00369.jpg,V1_5,1234.24,556.4,1286.68,648.25,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
370,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00370.jpg,V1_5,1236.84,556.8,1289.28,648.65,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
371,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00371.jpg,V1_5,1239.44,557.2,1291.88,649.05,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
372,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00372.jpg,V1_5,1242.04,557.6,1294.48,649.45,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
373,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00373.jpg,V1_5,1244.29,556.7,1296.73,648.55,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
374,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00374.jpg,V1_5,1246.54,555.8,1298.98,647.65,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
375,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00375.jpg,V1_5,1248.79,554.9,1301.23,646.75,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
376,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00376.jpg,V1_5,1251.05,554.0,1303.49,645.85,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
377,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00377.jpg,V1_5,1252.4,553.55,1304.84,645.4,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
378,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00378.jpg,V1_5,1253.75,553.1,1306.19,644.95,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
379,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00379.jpg,V1_5,1255.1,552.65,1307.54,644.5,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
380,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00380.jpg,V1_5,1256.45,552.2,1308.89,644.05,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
381,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00381.jpg,V1_5,1260.05,552.8,1312.49,644.65,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
382,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00382.jpg,V1_5,1263.65,553.4,1316.09,645.25,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
383,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00383.jpg,V1_5,1267.25,554.0,1319.69,645.85,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
384,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00384.jpg,V1_5,1267.25,554.0,1325.69,648.87,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
385,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00385.jpg,V1_5,1267.25,554.0,1331.7,651.88,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
386,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00386.jpg,V1_5,1267.25,554.0,1337.7,654.9,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
387,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00387.jpg,V1_5,1269.05,553.1,1339.5,654.0,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
388,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00388.jpg,V1_5,1270.85,552.2,1341.3,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
389,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00389.jpg,V1_5,1272.66,551.3,1343.1,652.2,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
390,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00390.jpg,V1_5,1274.46,550.4,1344.9,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
391,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00391.jpg,V1_5,1274.97,550.4,1345.42,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
392,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00392.jpg,V1_5,1275.49,550.4,1345.93,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
393,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00393.jpg,V1_5,1276.0,550.4,1346.45,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
394,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00394.jpg,V1_5,1276.51,550.4,1346.96,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
395,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00395.jpg,V1_5,1277.03,550.4,1347.48,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
397,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00397.jpg,V1_5,1278.06,550.4,1348.5,651.3,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
398,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00398.jpg,V1_5,1281.06,551.0,1351.51,651.9,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
399,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00399.jpg,V1_5,1284.06,551.6,1354.51,652.5,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
400,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00400.jpg,V1_5,1287.06,552.2,1357.51,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
401,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00401.jpg,V1_5,1294.26,552.2,1364.71,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
402,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00402.jpg,V1_5,1301.47,552.2,1371.91,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
403,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00403.jpg,V1_5,1301.47,552.2,1371.91,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
404,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00404.jpg,V1_5,1301.47,552.2,1371.91,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
405,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00405.jpg,V1_5,1301.47,552.2,1371.91,653.1,crossing,casual,notonsidewalk,minimalist,handsignal,senior,normalweight,male,False,yes,waited,near
407,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00407.jpg,V1_6,126.22,526.37,236.06,737.06,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
408,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00408.jpg,V1_6,122.62,525.83,232.46,736.52,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
409,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00409.jpg,V1_6,119.02,525.29,228.86,735.98,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
410,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00410.jpg,V1_6,115.42,524.75,225.26,735.44,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
411,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00411.jpg,V1_6,111.82,524.21,221.65,734.9,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
412,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00412.jpg,V1_6,108.21,523.67,218.05,734.36,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
413,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00413.jpg,V1_6,104.61,523.13,214.45,733.82,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
414,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00414.jpg,V1_6,101.01,522.59,210.85,733.28,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
415,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00415.jpg,V1_6,97.41,522.05,207.25,732.74,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
416,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00416.jpg,V1_6,93.81,521.51,203.65,732.2,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
417,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00417.jpg,V1_6,90.21,520.97,200.05,731.66,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
418,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00418.jpg,V1_6,113.62,523.67,223.45,734.36,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
419,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00419.jpg,V1_6,137.03,526.37,246.86,737.06,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
420,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00420.jpg,V1_6,119.47,522.32,229.31,756.87,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
421,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00421.jpg,V1_6,101.91,518.27,211.75,776.68,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
422,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00422.jpg,V1_6,84.35,514.22,194.19,796.49,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
423,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00423.jpg,V1_6,66.8,510.17,176.63,816.3,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
424,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00424.jpg,V1_6,62.84,510.89,172.67,817.02,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
425,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00425.jpg,V1_6,58.87,511.61,168.71,817.74,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
426,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00426.jpg,V1_6,54.91,512.33,164.75,818.46,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
427,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00427.jpg,V1_6,50.95,513.05,160.79,819.18,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
428,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00428.jpg,V1_6,46.99,513.77,156.83,819.9,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
429,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00429.jpg,V1_6,44.59,512.57,154.43,818.7,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
430,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00430.jpg,V1_6,42.19,511.37,152.02,817.5,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
431,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00431.jpg,V1_6,39.79,510.17,149.62,816.3,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
432,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00432.jpg,V1_6,37.38,508.97,147.22,815.1,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
433,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00433.jpg,V1_6,34.98,507.77,144.82,813.9,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
434,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00434.jpg,V1_6,32.58,506.57,142.42,812.7,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
435,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00435.jpg,V1_6,27.15,505.37,141.22,821.1,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
436,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00436.jpg,V1_6,21.72,504.17,140.01,829.5,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
437,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00437.jpg,V1_6,16.29,502.96,138.81,837.9,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
438,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00438.jpg,V1_6,10.86,501.76,137.61,846.3,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
439,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00439.jpg,V1_6,5.43,500.56,136.4,854.7,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
440,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00440.jpg,V1_6,0.0,499.36,135.2,863.1,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
441,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00441.jpg,V1_6,0.0,499.53,135.2,868.01,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
442,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00442.jpg,V1_6,0.0,499.69,135.2,872.92,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
443,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00443.jpg,V1_6,0.0,499.85,135.2,877.83,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
444,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00444.jpg,V1_6,0.0,500.02,135.2,882.74,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
445,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00445.jpg,V1_6,0.0,500.18,135.2,887.65,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
446,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00446.jpg,V1_6,0.0,500.35,135.2,892.55,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
447,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00447.jpg,V1_6,0.0,500.51,135.2,897.46,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
448,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00448.jpg,V1_6,0.0,500.67,135.2,902.37,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
449,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00449.jpg,V1_6,0.0,500.84,135.2,907.28,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
450,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00450.jpg,V1_6,0.0,501.0,135.2,912.19,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
451,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00451.jpg,V1_6,0.0,501.16,135.2,917.1,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
452,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00452.jpg,V1_6,0.0,501.16,135.2,917.1,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
453,/content/drive/mydrive/giu.master/version 3/frames/v2/frame_00453.jpg,V1_6,0.0,501.16,135.2,917.1,crossing,formal,notonsidewalk,minimalist,nohandsignal,senior,normalweight,male,False,no,crossed,near
