frame,image_path,track_id,xtl,ytl,xbr,ybr,label,dressCodeStyle,Location,FashionPersonality,JudgmentCalls,Age,Weight,Gender,Disability,Distracted,Crossed,RelativePosition
513,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00513.jpg,7,2026.35,1216.07,2152.46,1504.99,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
514,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00514.jpg,7,2031.01,1217.18,2157.13,1506.1,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
515,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00515.jpg,7,2035.68,1218.29,2161.79,1507.21,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
516,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00516.jpg,7,2040.34,1219.4,2166.46,1508.31,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
517,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00517.jpg,7,2045.01,1220.5,2171.12,1509.42,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
518,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00518.jpg,7,2049.67,1221.61,2175.79,1510.53,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
519,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00519.jpg,7,2054.34,1222.72,2180.45,1511.63,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
520,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00520.jpg,7,2059.0,1223.82,2185.12,1512.74,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
521,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00521.jpg,7,2063.67,1224.93,2189.78,1513.85,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
522,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00522.jpg,7,2068.33,1226.04,2194.45,1514.95,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
523,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00523.jpg,7,2073.0,1227.14,2199.11,1516.06,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
524,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00524.jpg,7,2077.66,1228.25,2203.78,1517.17,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
525,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00525.jpg,7,2082.33,1229.36,2208.44,1518.28,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
526,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00526.jpg,7,2086.99,1230.47,2213.11,1519.38,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
527,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00527.jpg,7,2091.66,1231.57,2217.77,1520.49,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
528,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00528.jpg,7,2096.32,1232.68,2222.44,1521.6,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
529,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00529.jpg,7,2100.99,1233.79,2227.1,1522.7,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
530,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00530.jpg,7,2105.65,1234.89,2231.77,1523.81,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
531,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00531.jpg,7,2110.32,1236.0,2236.43,1524.92,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
532,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00532.jpg,7,2120.32,1228.5,2250.61,1537.22,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
533,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00533.jpg,7,2130.33,1220.99,2264.79,1549.51,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
534,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00534.jpg,7,2140.33,1213.49,2278.97,1561.81,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
535,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00535.jpg,7,2150.34,1205.98,2293.15,1574.11,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
536,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00536.jpg,7,2160.34,1198.48,2307.33,1586.41,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
537,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00537.jpg,7,2170.35,1190.97,2321.51,1598.71,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
538,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00538.jpg,7,2180.36,1183.47,2335.68,1611.01,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
539,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00539.jpg,7,2190.36,1175.97,2349.86,1623.3,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
540,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00540.jpg,7,2200.37,1168.46,2364.04,1635.6,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
541,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00541.jpg,7,2210.37,1160.96,2378.22,1647.9,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
542,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00542.jpg,7,2220.38,1153.45,2392.4,1660.2,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
543,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00543.jpg,7,2232.39,1151.16,2408.56,1660.64,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
544,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00544.jpg,7,2244.4,1148.87,2424.72,1661.08,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
545,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00545.jpg,7,2256.41,1146.57,2440.89,1661.51,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
546,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00546.jpg,7,2268.42,1144.28,2457.05,1661.95,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
547,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00547.jpg,7,2280.43,1141.99,2473.21,1662.39,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
548,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00548.jpg,7,2292.44,1139.7,2489.37,1662.83,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
549,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00549.jpg,7,2304.46,1137.4,2505.53,1663.27,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
550,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00550.jpg,7,2316.47,1135.11,2521.7,1663.7,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
551,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00551.jpg,7,2328.48,1132.82,2537.86,1664.14,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
552,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00552.jpg,7,2340.49,1130.52,2554.02,1664.58,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
553,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00553.jpg,7,2352.5,1128.23,2570.18,1665.02,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
554,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00554.jpg,7,2364.51,1125.94,2586.34,1665.46,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
555,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00555.jpg,7,2376.52,1123.64,2602.5,1665.9,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
556,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00556.jpg,7,2388.53,1121.35,2618.67,1666.33,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
557,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00557.jpg,7,2400.54,1119.06,2634.83,1666.77,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
558,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00558.jpg,7,2412.55,1116.77,2650.99,1667.21,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
559,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00559.jpg,7,2424.57,1114.47,2667.15,1667.65,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
560,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00560.jpg,7,2436.58,1112.18,2683.31,1668.09,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
561,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00561.jpg,7,2448.59,1109.89,2699.48,1668.52,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
562,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00562.jpg,7,2460.6,1107.59,2715.64,1668.96,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
563,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00563.jpg,7,2472.61,1105.3,2731.8,1669.4,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
564,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00564.jpg,7,2496.6,1098.6,2762.85,1669.75,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
565,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00565.jpg,7,2520.59,1091.9,2793.89,1670.11,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
566,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00566.jpg,7,2544.57,1085.19,2824.94,1670.46,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
567,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00567.jpg,7,2568.56,1078.49,2855.98,1670.82,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
568,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00568.jpg,7,2592.55,1071.79,2887.03,1671.17,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
569,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00569.jpg,7,2616.54,1065.09,2918.08,1671.52,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
570,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00570.jpg,7,2640.53,1058.38,2949.12,1671.88,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
571,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00571.jpg,7,2664.51,1051.68,2980.17,1672.23,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
572,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00572.jpg,7,2688.5,1044.98,3011.22,1672.58,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
573,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00573.jpg,7,2712.49,1038.28,3042.26,1672.94,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
574,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00574.jpg,7,2736.48,1031.57,3073.31,1673.29,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
575,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00575.jpg,7,2760.47,1024.87,3104.35,1673.65,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
576,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00576.jpg,7,2784.46,1018.17,3135.4,1674.0,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
577,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00577.jpg,7,2839.65,1006.05,3185.73,1676.29,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
578,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00578.jpg,7,2894.85,993.93,3236.06,1678.59,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
579,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00579.jpg,7,2950.04,981.81,3286.39,1680.88,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
580,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00580.jpg,7,3005.24,969.69,3336.71,1683.17,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
581,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00581.jpg,7,3060.43,957.57,3387.04,1685.46,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
582,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00582.jpg,7,3115.63,945.45,3437.37,1687.76,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
583,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00583.jpg,7,3170.82,933.33,3487.7,1690.05,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
584,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00584.jpg,7,3226.02,921.21,3538.03,1692.34,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
585,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00585.jpg,7,3281.22,909.09,3588.36,1694.64,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
586,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00586.jpg,7,3336.41,896.97,3638.69,1696.93,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
587,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00587.jpg,7,3391.61,884.85,3689.01,1699.22,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
588,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00588.jpg,7,3446.8,872.73,3739.34,1701.51,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
589,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00589.jpg,7,3502.0,860.61,3789.67,1703.81,Crossing,Casual,notOnSidewalk,Minimalist,NoHandSignal,Adult,NormalWeight,Male,False,No,Waited,Near
531,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00531.jpg,8,2018.6,1236.0,2156.18,1543.26,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
532,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00532.jpg,8,2024.43,1234.33,2163.47,1546.18,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
533,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00533.jpg,8,2030.27,1232.66,2170.77,1549.1,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
534,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00534.jpg,8,2036.11,1231.0,2178.06,1552.03,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
535,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00535.jpg,8,2041.94,1229.33,2185.36,1554.95,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
536,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00536.jpg,8,2047.78,1227.66,2192.66,1557.87,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
537,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00537.jpg,8,2053.62,1225.99,2199.95,1560.79,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
538,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00538.jpg,8,2059.45,1224.33,2207.25,1563.71,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
539,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00539.jpg,8,2065.29,1222.66,2214.54,1566.63,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
540,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00540.jpg,8,2071.13,1220.99,2221.84,1569.56,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
541,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00541.jpg,8,2076.96,1219.32,2229.14,1572.48,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
542,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00542.jpg,8,2082.8,1217.65,2236.43,1575.4,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
543,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00543.jpg,8,2089.57,1215.69,2247.02,1578.13,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
544,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00544.jpg,8,2096.34,1213.72,2257.61,1580.86,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
545,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00545.jpg,8,2103.11,1211.76,2268.21,1583.59,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
546,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00546.jpg,8,2109.89,1209.79,2278.8,1586.31,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
547,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00547.jpg,8,2116.66,1207.83,2289.39,1589.04,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
548,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00548.jpg,8,2123.43,1205.86,2299.98,1591.77,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
549,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00549.jpg,8,2130.2,1203.9,2310.57,1594.5,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
550,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00550.jpg,8,2136.97,1201.93,2321.16,1597.23,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
551,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00551.jpg,8,2143.74,1199.97,2331.75,1599.96,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
552,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00552.jpg,8,2150.51,1198.0,2342.34,1602.69,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
553,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00553.jpg,8,2157.29,1196.03,2352.94,1605.41,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
554,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00554.jpg,8,2164.06,1194.07,2363.53,1608.14,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
555,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V4/frame_00555.jpg,8,2170.83,1192.1,2374.12,1610.87,Crossing,Formal,notOnSidewalk,Minimalist,NoHandSignal,Senior,NormalWeight,Female,False,No,Waited,Near
